"Materials Table.  Posted Version 1.0, 19-May-2025",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Added cost calculation,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Material ID,Material,Supplier,Category,Table Price,Unit 1,Unit 2,C1,C2,Size1,Size2,Calc Value,Modified,Comments
,"Bearing Ball, Steel",Any,Bearings,[C1]*[Size1]+[C2],mm,,0.195,3.25,0,,3.25,2017-05-10 00:00:00,"[Size1]=Ball diameter (mm).  Any steel materiAluminum  This material is for a single steel sphere ball, not a complete bearing."
,"Bearing, Ball, Angular Contact",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Ball, Deep Groove",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Ball, Radial",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Cylindrical Roller",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.2925,234,0,0,234,2017-05-10 00:00:00,[Size1]=Outer Diameter (mm).  [Size2]=Length of bearing (mm).  Not for wheel bearing use.
,"Bearing, Double Row, Ball, Angular Contact",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Double Row, Ball, Deep Groove",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Double Row, Ball, Radial",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,6.5,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Not to be used for wheel bearings."
,"Bearing, Linear, Closed",Any,Bearings,[C1]*[Size1]^2*[Size2]+[C2],mm,mm,0.0065,479.7,0,0,479.7,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Length (mm).  Use with end-supported shafts."
,"Bearing, Linear, Open",Any,Bearings,[C1]*[Size1]^2*[Size2]+[C2],mm,mm,0.0078,851.5,0,0,851.5,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Length (mm).  Use with continuously supported shafts or where access to shaft ends is not possible."
,"Bearing, Needle",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.2925,234,0,0,234,2017-05-10 00:00:00,[Size1]=Outer Diameter (mm).  [Size2]=Length of bearing (mm).  Any style of needle bearing.  Not for wheel bearing use.
,"Bearing, Spherical",Any,Bearings,[C1]*[Size1]^2+[C2],mm,,1.95,325,0,,325,2017-05-10 00:00:00,[Size1]=bore size (diameter of hole in spherical bearing).
,"Bearing, Tapered Needle",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.2925,679.25,0,0,679.25,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Cost includes outer ring, inner ring and roller assembly.   Not to be used for wheel bearings."
,"Bearing, Tapered Roller",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.2925,679.25,0,0,679.25,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Cost includes outer ring, inner ring and roller assembly.   Not to be used for wheel bearings."
,"Bearing, Thrust Needle Roller, Cage Assembly",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,1.3,9.75,0,0,9.75,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Cost includes cage assembly but no washers.   Not to be used for wheel bearings."
,"Bearing, Thrust Needle Roller, Washers",Any,Bearings,[C1]*[Size1]^2*[Size2]+[C2],mm,mm,0.0195,8.45,0,0,8.45,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  For thrust bearings.   Not to be used for wheel bearings."
,"Bushing, Student Built",Student Built,Bearings,0,unit,,,,,,,2017-05-10 00:00:00,"Solid material (metal, plastic, etc.).  No moving elements (ball, needle, etc.)"
,"Rod End, Aluminum",Any,Bearings,[C1]*[Size1]^2+[C2],mm,,3.25,247,0,,247,2017-05-10 00:00:00,[Size1]=bore size (diameter of hole in spherical bearing).  Includes male/female and left/right threads.
,"Rod End, Industrial",Any,Bearings,[C1]*[Size1]^2+[C2],mm,,1.3,79.04,0,,79.04,2017-05-10 00:00:00,[Size1]=bore size (diameter of hole in spherical bearing).  Includes male/female and left/right threads.
,"Rod End, Precison (Aircraft)",Any,Bearings,[C1]*[Size1]^2+[C2],mm,,3.25,325,0,,325,2017-05-10 00:00:00,[Size1]=bore size (diameter of hole in spherical bearing).  Includes male/female and left/right threads.
,"Wheel Bearing, Ball, Angular Contact",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Ball, Deep Groove",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,0,0,,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Ball, Radial",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,95,20,11046.17581,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Double Row, Ball, Angular Contact",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Double Row, Ball, Deep Groove",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Double Row, Ball, Radial",Any,Bearings,[C1]*(([Size1]^2*[Size2]))^([C2]),mm,mm,26,32.5,0,0,0,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Tapered Needle",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.585,1358.5,0,0,1358.5,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"Wheel Bearing, Tapered Roller",Any,Bearings,[C1]*[Size1]*[Size2]+[C2],mm,mm,0.585,1358.5,0,0,1358.5,2017-05-10 00:00:00,"[Size1]=Outer diameter (mm), [Size2]=Thickness (mm).  Higher load capacity bearings intended for wheel/hub applications."
,"90-Degree Coupler, Tilton 72-560",Tilton,Brake System,2925,unit,,,,,,,2017-05-10 00:00:00,
,"90-Degree Coupler, Tilton 72-561",Tilton,Brake System,3087.5,unit,,,,,,,2017-05-10 00:00:00,
,"90-Degree Coupler, Tilton 72-562",Tilton,Brake System,3250,unit,,,,,,,2017-05-10 00:00:00,
,"ABS Kit, Bosch, M4 Kit 1",Bosch,Brake System,229710,unit,,,,,,,2017-05-10 00:00:00,
,"ABS Kit, Bosch, M4 Kit 2",Bosch,Brake System,270270,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar Cable Adjuster, Racetech, Any BBAxx series",Racetech,Brake System,2925,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar Cable Adjuster, Right Angle Drive, AP CP5500-10",AP,Brake System,6695,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar Cable Adjuster, Sandtler, 128154",Sandtler,Brake System,4745,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, AP, CP5500-9",AP,Brake System,17550,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, AP, CP5520-4",AP,Brake System,19500,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Brake, Student Built",Student Built,Brake System,0,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Sandtler, 128153",Sandtler,Brake System,4225,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Sandtler, 128154",Sandtler,Brake System,4745,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Tilton, 72-250 ",Tilton,Brake System,1950,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Tilton, 72-260",Tilton,Brake System,1950,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Tilton, 72-280",Tilton,Brake System,20312.5,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Tilton, 72-281",Tilton,Brake System,21125,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Tilton, 72-300",Any,Brake System,2080,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Timms Autoteile, 013 901",Timms Autoteile,Brake System,1846,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Wilwood, 340-4745",Wilwood,Brake System,1950,unit,,,,,,,2017-05-10 00:00:00,
,"Balance Bar, Wilwood, 340-4745",Wilwood,Brake System,1950,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper Piston, Student Built",Student Built,Brake System,325,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper,  Harrison, 121019P",Harrison,Brake System,10530,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP2577",AP,Brake System,8125,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP3696-6E0",AP,Brake System,5037.5,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP4226",AP,Brake System,7312.5,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP4227",AP,Brake System,13000,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP4488",AP,Brake System,31850,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP7003",AP,Brake System,6500,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, AP, CP7853",AP,Brake System,22132.5,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Beringer, 2D1",Beringer,Brake System,5395,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Beringer, 4H02",Beringer,Brake System,7150,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Beringer, 4H12",Beringer,Brake System,7150,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.5161.46/P32F",Brembo,Brake System,3250,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6001/P2-24",Brembo,Brake System,22750,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6101/GP4-24",Brembo,Brake System,29250,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6950.10",Brembo,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6950.11/P32G",Brembo,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6950.21/P32G",Brembo,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6951.12/P34G",Brembo,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Brembo, 20.6951.50/P34C",Brembo,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Comet 650, Front",,Brake System,2795,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Harrison, 222004P",Harrison,Brake System,6110,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Harrison, 222005P",Harrison,Brake System,6110,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Honda,  45150-HP1-006",Honda/Nissin,Brake System,3575,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Honda, 45150-HN6-006",Honda/Nissin,Brake System,1950,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, ISR, 22-028",ISR,Brake System,4225,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, ISR, 22-034",ISR,Brake System,15600,unit,,,,,,,2017-05-10 00:00:00,Same cost left and right calipers
,"Brake Caliper, ISR, 22-036",ISR,Brake System,5037.5,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, ISR, 22-048",ISR,Brake System,6240,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, ISR, 22-049",ISR,Brake System,6305,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Magura, 908.1",Magura,Brake System,14690,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Motorcycle, OEM (Any)",Any,Brake System,AIR,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, NISSIN, 08-1CP-32-15",Nissin,Brake System,5330,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, NISSIN, 08-2CP-25-08",Nissin,Brake System,6240,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, NISSIN, 08-2CT-25-06",Nissin,Brake System,7085,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, NISSIN, 08-2CT-38-07",Nissin,Brake System,7085,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Polaris, 1910825/1910826",Polaris,Brake System,4290,unit,,,,,,,2017-05-10 00:00:00,Cost applies to either part number (similar part one left hand one right hand)
,"Brake Caliper, PVM, 2-Piston Monoblock Radial Mount",PVM,Brake System,14625,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, PVM, 6-piston Monoblock Radial Mount",PVM,Brake System,39000,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, PVM, Front 4-Piston Monoblock Radial Mount",PVM,Brake System,25025,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, PVM, Rear 4-Piston Monoblock Radial Mount",PVM,Brake System,14625,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Red Devil,240 Sprint",Red Devil,Brake System,9587.5,unit,,,,,,,2017-05-10 00:00:00,Same price for left and right calipers.
,"Brake Caliper, Spiegler, S070",Spiegler,Brake System,13455,unit,,,,,,,2017-05-10 00:00:00,Same price for left and right calipers.
,"Brake Caliper, Spiegler, S108",Spiegler,Brake System,16705,unit,,,,,,,2017-05-10 00:00:00,Same price for left and right calipers.
,"Brake Caliper, Student Built",Student Built,Brake System,0,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Tokico, 45150-MEL-023",Tokico,Brake System,4875,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, Billet Dynalite Single",Wilwood,Brake System,3250,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, Billet NDL",Wilwood,Brake System,5070,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, Dynalite Single Floater",Wilwood,Brake System,3250,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, DynaPro Radial",Wilwood,Brake System,7150,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, DynaPro Single",Wilwood,Brake System,3445,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, Forged Dynalite",Wilwood,Brake System,4420,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, GP200",Wilwood,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, GP310",Wilwood,Brake System,6825,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, GP320",Wilwood,Brake System,6370,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, Kart",Wilwood,Brake System,3770,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, NDL",Wilwood,Brake System,4550,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Wilwood, PS-1",Wilwood,Brake System,2990,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Caliper, Yamaha (YZF 450), 5TG-2580T-00-00",Yamaha,Brake System,5915,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Hard Line, Any Material (All Cost as Made)",Any,Brake System,0,unit,,,,,,,2017-05-10 00:00:00,
,Brake Light Pressure Switch Banjo Bolt,Any,Brake System,520,unit,,,,,,,2017-05-10 00:00:00,
,"Brake Pad, Aluminum or MMC Rotor",Any,Brake System,0.03,mm^3,,,,,,,2017-05-10 00:00:00,Volume of pad and backing plate to be included in calculation
,"Brake Pad, Carbon Rotor",Any,Brake System,0.08,mm^3,,,,,,,2017-05-10 00:00:00,Please submit Add Item Request
,"Brake Pad, Iron or Steel Rotor",Any,Brake System,0.01,mm^3,,,,,,,2017-05-10 00:00:00,Volume of pad and backing plate to be included in calculation.
,Brake Rotor (All Cost as Made),Any,Brake System,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,"Hydraulic Fluid Reservoir, Remote (Plastic)",Any,Brake System,325,unit,,,,,,,2017-05-10 00:00:00,Includes lid
,"Master Cyilnder, ISR, 21-010-OE",ISR,Brake System,5265,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP2623",AP,Brake System,5297.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP3756",AP,Brake System,6305,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP4400",AP,Brake System,7637.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP4623",AP,Brake System,4452.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP5854",AP,Brake System,13227.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP5855",AP,Brake System,16900,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP6465",AP,Brake System,13227.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, AP, CP7855",AP,Brake System,11342.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Beck Arnley, 072-9455",Beck Arnley,Brake System,2925,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Brembo, 10.4776.10",Brembo,Brake System,1690,Unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Brembo, 10.4776.20",Brembo,Brake System,1690,Unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Brembo, 10.4776.65",Brembo,Brake System,3022.5,Unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Brembo, XA3.G1.A2/L2",Brembo,Brake System,20605,unit,,,,,,,2017-05-10 00:00:00,Front Pivot Fixing with Vertical Bearing
,"Master Cylinder, Brembo, XA6.C2.3",Brembo,Brake System,13325,Unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Bremob, 10.6815.16/97",Brembo,Brake System,12545,unit,,,,,,,2017-05-10 00:00:00,Single Nut Fixing
,"Master Cylinder, Bremob, 10.9243.54/96",Brembo,Brake System,10887.5,unit,,,,,,,2017-05-10 00:00:00,Two Bolt Fixing
,"Master Cylinder, Centric Parts, CE130.51017",Centric,Brake System,3315,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Girling",Girling,Brake System,2860,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Honda CBR600F4i, 43510MBW006",Honda,Brake System,8268,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Hyundai Mobis, 41610-2D100",Hyundai Mobis,Brake System,1820,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Magura, 10.5mm",Magura,Brake System,3575,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Magura, 770.1",Magura,Brake System,14462.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Magura, 770.50",Magura,Brake System,14462.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, New Concept Products, G3",New Concept Products,Brake System,2112.5,,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, NISSIN, 08-2RM-14-02",Nissin,Brake System,3575,,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, NISSIN, 08-4RM-15-05",Nissin,Brake System,3705,,,,,,,,2017-05-10 00:00:00,
,"Master cylinder, Nissin, 153-M00-125B",Nissin,Brake System,3575,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Student Made",Student Built,Brake System,0,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Suzuki OEM 69600-16G00",Suzuki,Brake System,4225,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tilton, Model 73",Tilton,Brake System,1787.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tilton, Model 74",Tilton,Brake System,2567.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tilton, Model 75",Tilton,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tilton, Model 76",Tilton,Brake System,4062.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tilton, Model 77",Tilton,Brake System,12837.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Tripmatic & Speed 18771",Tripmatic,Brake System,1982.5,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Wilwood, 260-10371",Wilwood,Brake System,2795,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Wilwood, 260-1304",Wilwood,Brake System,1755,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Wilwood, 260-2636",Wilwood,Brake System,1755,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Wilwood, 260-5520",Wilwood,Brake System,2561,unit,,,,,,,2017-05-10 00:00:00,
,"Master Cylinder, Wilwood, 260-6087",Wilwood,Brake System,1690,unit,,,,,,,2017-05-10 00:00:00,
,"Proportioning Valve, Hydraulic",Any,Brake System,2275,unit,,,,,,,2017-05-10 00:00:00,
,"Proportioning Valve, Tilton, 90-1000",Tilton,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Proportioning Valve, Tilton, 90-1003",Tilton,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Proportioning Valve, Tilton, 90-2000",Tilton,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Proportioning Valve, Tilton, 90-2003",Tilton,Brake System,3217.5,unit,,,,,,,2017-05-10 00:00:00,
,"Remote Brake Bias Adjuster, AP Racing, CP2905-8",AP,Brake System,45.5,unit,,,,,,,2017-05-10 00:00:00,
,"Remote Brake Bias Adjuster, Tilton 72-408 ",Tilton,Brake System,6337.5,unit,,,,,,,2017-05-10 00:00:00,
,"Remote Brake Bias Adjuster, Tilton 72-501",Tilton,Brake System,2161.25,unit,,,,,,,2017-05-10 00:00:00,
,"Remote Brake Bias Adjuster, Wilwood, 340-4990",Wilwood,Brake System,1690,unit,,,,,,,2017-05-10 00:00:00,
,"Remote Brake Bias Adjuster, Wilwood, 340-4990",Wilwood,Brake System,1690,unit,,,,,,,2017-05-10 00:00:00,
,"Slave Cylinder, CNC, SERIES 305",CNC,Brake System,2275,unit,,,,,,,2017-05-10 00:00:00,
,Chassis (All Cost as Made),Any,Chassis,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Hubs (All Cost as Made),Any,Chassis,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Monocoque (All Cost as Made),Any,Chassis,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Rockers (All Cost as Made),Any,Chassis,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Upright (All Cost as Made),Any,Chassis,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,Adhesive Film,Any,Composite,0,m^2,,,,,,,2017-05-10 00:00:00,Included in composite cost
,"Aramid (Kevlar) Fiber, 1 Ply",Any,Composite,9750,kg,,,,,,,2017-05-10 00:00:00,Dry or Pre-Preg.  Both include resin.  Hand trimming allowed.
,"Basalt Fiber, 1 Ply",Any,Composite,7150,kg,,,,,,,2017-05-10 00:00:00,Dry or Pre-Preg.  Both include resin.  Hand trimming allowed.
,Carbon Fiber Reinf Carbon,Any,Composite,0.6,mm^3,,,,,,,2017-05-10 00:00:00,
,"Carbon Fiber Reinf Silicon Carbide, Brake Pads",Any,Composite,0.08,mm^3,,,,,,,2017-05-10 00:00:00,
,"Carbon Fiber Reinf Silicon Carbide, Brake Rotors",Any,Composite,0.6,mm^3,,,,,,,2017-05-10 00:00:00,
,"Carbon Fiber, 1 Ply",Any,Composite,13000,kg,,,,,,,2017-05-10 00:00:00,Dry or Pre-Preg.  Both include resin.  Hand trimming allowed.
,"Ceramic Matrix Composite, 1 Ply",Any,Composite,32500,kg,,,,,,,2017-05-10 00:00:00,Includes resin(matrix).  Hand trimming allowed.
,"Flax Fiber, 1 Ply",Any,Composite,7150,kg,,,,,,,2017-05-10 00:00:00,Dry or Pre-Preg.  Both include resin.  Hand trimming allowed.
,"Glass Fiber, 1 Ply",Any,Composite,6500,kg,,,,,,,2017-05-10 00:00:00,e.g. S-Glass.  Dry or Pre-preg.  Both include resin.  Hand trimming allowed.
,"Honeycomb, Aluminum",Any,Composite,3250,kg,,,,,,,2017-05-10 00:00:00,Any cell size and density.  Hand trimming allowed.
,"Honeycomb, Cardboard",Any,Composite,650,kg,,,,,,,2017-05-10 00:00:00,Any cell size and density.  Hand trimming allowed.
,"Honeycomb, Nomex",Any,Composite,8125,kg,,,,,,,2017-05-10 00:00:00,Any cell size and density.  Hand trimming allowed.
,"Honeycomb, Plastic",Any,Composite,1300,kg,,,,,,,2017-05-10 00:00:00,
,"Polypropylene, High Modulus",Any,Composite,2275,kg,,,,,,,2017-05-10 00:00:00,Includes 'Tegris' and 'Innegra' fibers
,Structural Foam,Any,Composite,8125,kg,,,,,,,2017-05-10 00:00:00,Any cell size and density.  Hand trimming allowed.
,"Carbon Fiber Tubes, Purchased (All Cost as Made)",Any,Composites,0,unit,,,,,,,2017-05-10 00:00:00,This item should be cost as made whether the team made it or bought it.  Please see Rule C3.12 for more information.
,"Composite Panel Insert, Potted-in (NAS) Style, Torlon",Torlon,Composites,130,unit,,,,,,,2017-05-10 00:00:00,Any Size
,"Composite Panel Insert, Press Fit, Torlon",Torlon,Composites,130,unit,,,,,,,2017-05-10 00:00:00,Any Size
